Using device: cuda
Found 15 parquet files
Processing C01 ...
Processing C03 ...
Processing C05 ...
Processing C07 ...
Processing C09 ...
Processing C15 ...
Processing C11 ...
Processing C17 ...
Processing C13 ...
Processing C19 ...
Processing C21 ...
Processing C23 ...
Processing C27 ...
Processing C29 ...
Processing C25 ...
Cell split completed:
Training set: 13 cells
Validation set: 1 cells
Test set: 1 cells
Final dataset sizes:
Training set: 2858682 rows (split into 13 parts)
Validation set: 267897 rows from 1 cells
Test set: 271878 rows from 1 cells

Start training...
Epoch 1/200 | Train Loss: 5.405e-03 | Val Loss: 2.179e-03 | LR: 1.00e-03
Epoch 52/200 | Train Loss: 1.811e-03 | Val Loss: 1.367e-03 | LR: 1.00e-04
Epoch 53/200 | Train Loss: 1.808e-03 | Val Loss: 1.352e-03 | LR: 1.00e-04
Epoch 54/200 | Train Loss: 1.807e-03 | Val Loss: 1.110e-03 | LR: 1.00e-05
Epoch 55/200 | Train Loss: 1.702e-03 | Val Loss: 1.163e-03 | LR: 1.00e-05
Epoch 56/200 | Train Loss: 1.699e-03 | Val Loss: 1.178e-03 | LR: 1.00e-05
Epoch 57/200 | Train Loss: 1.696e-03 | Val Loss: 1.206e-03 | LR: 1.00e-05
Epoch 58/200 | Train Loss: 1.694e-03 | Val Loss: 1.170e-03 | LR: 1.00e-05
Epoch 59/200 | Train Loss: 1.693e-03 | Val Loss: 1.278e-03 | LR: 1.00e-05
Epoch 60/200 | Train Loss: 1.692e-03 | Val Loss: 1.295e-03 | LR: 1.00e-05
Epoch 61/200 | Train Loss: 1.691e-03 | Val Loss: 1.203e-03 | LR: 1.00e-05
Epoch 62/200 | Train Loss: 1.689e-03 | Val Loss: 1.304e-03 | LR: 1.00e-05
Epoch 63/200 | Train Loss: 1.691e-03 | Val Loss: 1.203e-03 | LR: 1.00e-05
Early stopping triggered after 63 epochs!
Evaluation Metrics:
MAE: 2.1543e-02
RMSE: 2.9519e-02
R2: 0.4434
